algorithm,scenario,trial,duration_seconds,seed,avg_throughput_gbps,min_throughput_gbps,max_throughput_gbps,deadlock_fraction,recovery_time_us,packets_forwarded,packets_dropped_ttl,packets_dropped_overflow,collateral_drops,deadlock_occurred,recovered
Adaptive TTL (PF6-B),Ring3_Moderate,41,7.3411760330200195,683,31.135199999999998,0.0,1514.52,0.94,0.0,12973.0,10.0,119534.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,42,7.452963829040527,684,28.934399999999993,0.0,1387.9199999999998,0.92,0.0,12056.0,11.0,119618.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,43,7.3262410163879395,685,31.5,0.0,1534.8,0.94,0.0,13125.0,5.0,119592.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,44,7.3353869915008545,686,31.355999999999998,0.0,1514.76,0.92,0.0,13065.0,10.0,119686.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,45,7.261193037033081,687,26.7,0.0,1286.4,0.94,0.0,11125.0,8.0,119656.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,46,7.285375118255615,688,32.196,0.0,1551.6000000000001,0.96,0.0,13415.0,7.0,119511.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,47,7.5846779346466064,689,29.258399999999998,0.0,1420.44,0.94,0.0,12191.0,11.0,119758.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,48,7.769788026809692,690,28.896,0.0,1408.44,0.94,0.0,12040.0,8.0,119634.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Moderate,49,9.7083740234375,691,29.020799999999998,0.0,1413.96,0.94,0.0,12092.0,8.0,119679.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,0,8.08689570426941,692,23.4264,0.0,1113.6000000000001,0.94,0.0,9761.0,10.0,123571.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,1,7.849460124969482,693,21.2808,0.0,1013.16,0.9,0.0,8867.0,12.0,123527.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,2,7.731782913208008,694,23.1744,0.0,1119.48,0.92,0.0,9656.0,9.0,123512.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,3,7.615779161453247,695,25.360799999999998,0.0,1221.96,0.92,0.0,10567.0,10.0,123171.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,4,7.693739891052246,696,26.882399999999993,0.0,1305.84,0.96,0.0,11201.0,3.0,123448.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,5,8.476528882980347,697,22.735199999999995,0.0,1088.76,0.94,0.0,9473.0,10.0,123208.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,6,7.688117027282715,698,24.249599999999997,0.0,1161.6,0.92,0.0,10104.0,17.0,123163.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,7,7.733774900436401,699,24.828000000000003,0.0,1197.3600000000001,0.94,0.0,10345.0,8.0,123237.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,8,7.789931774139404,700,22.927199999999996,0.0,1104.84,0.96,0.0,9553.0,6.0,123101.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,9,7.998382091522217,701,24.962400000000002,0.0,1207.44,0.94,0.0,10401.0,11.0,123450.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,10,8.032602071762085,702,23.7456,0.0,1138.8,0.94,0.0,9894.0,5.0,123332.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,11,7.845400094985962,703,26.5584,0.0,1283.8799999999999,0.94,0.0,11066.0,7.0,123326.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,12,7.770922899246216,704,23.1816,0.0,1115.04,0.92,0.0,9659.0,11.0,123374.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,13,8.115492820739746,705,22.2624,0.0,1076.76,0.94,0.0,9276.0,9.0,123448.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,14,7.776514053344727,706,22.5456,0.0,1085.76,0.9,0.0,9394.0,12.0,123287.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,15,7.5629048347473145,707,24.743999999999996,0.0,1190.76,0.96,0.0,10310.0,5.0,123434.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,16,7.547088146209717,708,25.8576,0.0,1256.52,0.92,0.0,10774.0,10.0,123186.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,17,7.422066926956177,709,23.006399999999996,0.0,1106.6399999999999,0.94,0.0,9586.0,13.0,123522.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,18,7.6460700035095215,710,23.279999999999998,0.0,1123.56,0.92,0.0,9700.0,17.0,123035.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,19,7.6522908210754395,711,23.4912,0.0,1128.1200000000001,0.94,0.0,9788.0,5.0,123708.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,20,7.973639249801636,712,23.414399999999997,0.0,1118.8799999999999,0.94,0.0,9756.0,9.0,123497.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,21,7.81414794921875,713,23.6184,0.0,1121.04,0.92,0.0,9841.0,12.0,123300.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,22,7.881863355636597,714,20.7144,0.0,981.6,0.94,0.0,8631.0,5.0,123253.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,23,7.715682029724121,715,21.4608,0.0,1023.96,0.92,0.0,8942.0,12.0,123585.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,24,7.7029709815979,716,23.536800000000003,0.0,1131.72,0.96,0.0,9807.0,5.0,123358.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,25,7.7602219581604,717,22.488,0.0,1087.68,0.92,0.0,9370.0,10.0,123278.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,26,7.844789028167725,718,23.939999999999998,0.0,1124.76,0.92,0.0,9975.0,10.0,123489.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,27,7.672614097595215,719,22.672799999999995,0.0,1079.1599999999999,0.96,0.0,9447.0,3.0,123223.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,28,8.60889983177185,720,23.1696,0.0,1118.8799999999999,0.92,0.0,9654.0,10.0,123359.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,29,7.886353015899658,721,24.043200000000002,0.0,1158.72,0.94,0.0,10018.0,7.0,123515.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,30,7.651490926742554,722,23.594399999999997,0.0,1137.12,0.94,0.0,9831.0,10.0,123322.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,31,7.635706901550293,723,25.771199999999997,0.0,1244.28,0.94,0.0,10738.0,13.0,123213.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,32,7.715014934539795,724,23.7,0.0,1132.6799999999998,0.94,0.0,9875.0,9.0,123564.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,33,8.806638956069946,725,23.4264,0.0,1134.96,0.92,0.0,9761.0,13.0,123370.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,34,8.70389986038208,726,26.167199999999998,0.0,1255.68,0.94,0.0,10903.0,7.0,123468.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,35,10.328924179077148,727,23.1456,0.0,1109.64,0.92,0.0,9644.0,9.0,123389.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,36,8.029080867767334,728,26.779200000000003,0.0,1299.24,0.96,0.0,11158.0,3.0,123502.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,37,8.037198781967163,729,24.532799999999998,0.0,1170.0,0.94,0.0,10222.0,8.0,123450.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,38,8.19172215461731,730,24.079200000000004,0.0,1163.64,0.92,0.0,10033.0,11.0,123235.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,39,8.387495756149292,731,23.6856,0.0,1148.64,0.94,0.0,9869.0,9.0,123430.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,40,8.301580905914307,732,20.4864,0.0,982.08,0.94,0.0,8536.0,8.0,123509.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,41,9.91892409324646,733,24.014400000000002,0.0,1142.52,0.94,0.0,10006.0,12.0,123504.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,42,7.925065994262695,734,23.0736,0.0,1106.1599999999999,0.96,0.0,9614.0,3.0,123407.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,43,7.44977879524231,735,22.389599999999998,0.0,1068.48,0.92,0.0,9329.0,10.0,123396.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,44,7.718813896179199,736,21.096,0.0,1015.4399999999999,0.96,0.0,8790.0,8.0,123251.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,45,7.8076441287994385,737,23.2728,0.0,1127.04,0.96,0.0,9697.0,3.0,123623.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,46,7.869051933288574,738,25.593600000000006,0.0,1228.0800000000002,0.92,0.0,10664.0,12.0,123309.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,47,7.725218057632446,739,25.425599999999996,0.0,1217.6399999999999,0.92,0.0,10594.0,9.0,123727.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,48,7.7870728969573975,740,22.240799999999997,0.0,1065.84,0.94,0.0,9267.0,7.0,123670.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_Severe,49,7.7304699420928955,741,25.6584,0.0,1234.2,0.94,0.0,10691.0,9.0,123488.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,0,4.256241798400879,742,10.967999999999998,0.0,519.5999999999999,0.94,0.0,4570.0,5.0,122094.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,1,4.38490891456604,743,14.004000000000001,0.0,667.44,0.96,0.0,5835.0,6.0,122159.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,2,4.199389934539795,744,13.358400000000001,0.0,643.6800000000001,0.96,0.0,5566.0,5.0,122521.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,3,4.143844127655029,745,12.7656,0.0,608.04,0.92,0.0,5319.0,6.0,122372.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,4,4.162440061569214,746,13.924800000000001,0.0,675.12,0.96,0.0,5802.0,5.0,122342.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,5,4.178497076034546,747,11.8656,0.0,559.8,0.94,0.0,4944.0,7.0,121992.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,6,4.133368968963623,748,13.003200000000001,0.0,621.0,0.96,0.0,5418.0,3.0,122497.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,7,4.182415008544922,749,13.2768,0.0,642.8399999999999,0.96,0.0,5532.0,5.0,122226.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,8,4.180187225341797,750,11.752799999999999,0.0,563.28,0.94,0.0,4897.0,5.0,122252.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,9,4.221034049987793,751,13.449600000000002,0.0,630.12,0.96,0.0,5604.0,3.0,122382.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,10,4.223305940628052,752,12.873600000000001,0.0,625.6800000000001,0.94,0.0,5364.0,7.0,121852.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,11,4.198500871658325,753,14.613599999999998,0.0,710.76,0.96,0.0,6089.0,7.0,122399.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,12,4.209173917770386,754,13.492799999999999,0.0,625.8,0.94,0.0,5622.0,7.0,122393.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,13,4.178903818130493,755,14.044799999999999,0.0,678.8399999999999,0.96,0.0,5852.0,6.0,122354.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,14,4.191800117492676,756,10.543199999999999,0.0,492.24,0.94,0.0,4393.0,5.0,122555.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,15,4.350191116333008,757,14.4984,0.0,694.6800000000001,0.96,0.0,6041.0,3.0,122580.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,16,4.147369861602783,758,14.234399999999997,0.0,686.88,0.96,0.0,5931.0,3.0,122539.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,17,4.160542011260986,759,13.982400000000002,0.0,658.9200000000001,0.96,0.0,5826.0,3.0,122484.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,18,4.130092144012451,760,11.445599999999999,0.0,549.84,0.96,0.0,4769.0,3.0,122423.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,19,4.212610960006714,761,12.669599999999999,0.0,588.5999999999999,0.96,0.0,5279.0,6.0,122194.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,20,4.183775901794434,762,14.215200000000001,0.0,672.96,0.96,0.0,5923.0,3.0,122452.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,21,4.282994031906128,763,13.92,0.0,667.2,0.94,0.0,5800.0,5.0,121938.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,22,4.2116899490356445,764,13.26,0.0,640.2,0.94,0.0,5525.0,8.0,122341.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,23,4.223265171051025,765,14.519999999999998,0.0,689.88,0.96,0.0,6050.0,3.0,122410.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,24,4.162461996078491,766,14.872800000000002,0.0,723.48,0.96,0.0,6197.0,6.0,122514.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,25,4.215703725814819,767,10.716,0.0,512.04,0.96,0.0,4465.0,4.0,122651.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,26,4.501895904541016,768,12.338400000000002,0.0,579.12,0.94,0.0,5141.0,10.0,122598.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,27,4.3420729637146,769,12.820799999999998,0.0,610.4399999999999,0.94,0.0,5342.0,7.0,122253.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,28,4.426513195037842,770,12.938399999999998,0.0,626.28,0.96,0.0,5391.0,2.0,122329.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,29,4.595696210861206,771,13.944000000000003,0.0,670.6800000000001,0.96,0.0,5810.0,3.0,122264.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,30,4.2151198387146,772,12.2328,0.0,590.28,0.96,0.0,5097.0,3.0,122435.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,31,4.200524091720581,773,13.190400000000002,0.0,619.44,0.96,0.0,5496.0,3.0,122449.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,32,4.258352279663086,774,13.195200000000002,0.0,625.8,0.96,0.0,5498.0,3.0,122515.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,33,4.344696044921875,775,11.7504,0.0,566.2800000000001,0.96,0.0,4896.0,3.0,122393.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,34,4.656978130340576,776,14.083200000000001,0.0,681.12,0.96,0.0,5868.0,3.0,122337.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,35,4.225255966186523,777,11.476799999999999,0.0,545.88,0.96,0.0,4782.0,3.0,122294.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,36,4.276349067687988,778,12.455999999999998,0.0,599.88,0.94,0.0,5190.0,5.0,122510.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,37,4.255512714385986,779,15.096,0.0,726.72,0.96,0.0,6290.0,4.0,122372.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,38,4.415036916732788,780,12.7056,0.0,617.1600000000001,0.96,0.0,5294.0,3.0,122520.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,39,4.370599269866943,781,12.2736,0.0,594.96,0.94,0.0,5114.0,6.0,122338.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,40,4.285130023956299,782,13.439999999999998,0.0,646.56,0.96,0.0,5600.0,3.0,122136.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,41,4.550003290176392,783,12.983999999999998,0.0,625.92,0.96,0.0,5410.0,3.0,122348.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,42,4.69472599029541,784,15.8712,0.0,775.32,0.96,0.0,6613.0,8.0,122086.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,43,4.830983877182007,785,13.1712,0.0,630.36,0.96,0.0,5488.0,3.0,122315.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,44,4.334096670150757,786,13.279200000000001,0.0,636.36,0.96,0.0,5533.0,4.0,122469.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,45,4.426671981811523,787,14.284799999999999,0.0,680.52,0.96,0.0,5952.0,4.0,122126.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,46,4.355424880981445,788,13.348799999999999,0.0,611.04,0.92,0.0,5562.0,8.0,122407.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,47,4.417539119720459,789,12.048000000000002,0.0,580.6800000000001,0.94,0.0,5020.0,5.0,122382.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,48,4.33859395980835,790,11.251199999999999,0.0,539.28,0.94,0.0,4688.0,5.0,122201.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring3_SmallBuffer,49,4.274136781692505,791,12.1128,0.0,584.64,0.96,0.0,5047.0,3.0,122397.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,0,10.293351173400879,792,49.718399999999995,0.0,2430.96,0.92,0.0,20716.0,15.0,154181.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,1,10.535421133041382,793,50.172,0.0,2422.56,0.94,0.0,20905.0,11.0,154168.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,2,10.952826023101807,794,46.3392,0.0,2259.96,0.94,0.0,19308.0,8.0,154360.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,3,10.636819839477539,795,48.184799999999996,0.0,2339.52,0.94,0.0,20077.0,8.0,154035.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,4,12.192508935928345,796,42.37680000000001,0.0,2067.7200000000003,0.92,0.0,17657.0,15.0,154221.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,5,10.759910345077515,797,47.6376,0.0,2282.16,0.94,0.0,19849.0,13.0,154399.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,6,10.540978193283081,798,49.25759999999999,0.0,2409.72,0.94,0.0,20524.0,9.0,154160.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,7,10.419506788253784,799,43.14000000000001,0.0,2090.76,0.96,0.0,17975.0,4.0,154482.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,8,10.576802015304565,800,45.0336,0.0,2189.7599999999998,0.94,0.0,18764.0,7.0,154320.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,9,10.310998916625977,801,45.1536,0.0,2181.0,0.94,0.0,18814.0,8.0,154085.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,10,10.41373586654663,802,47.72639999999999,0.0,2304.72,0.94,0.0,19886.0,11.0,154088.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,11,9.957042932510376,803,50.90160000000001,0.0,2469.84,0.94,0.0,21209.0,10.0,154224.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,12,10.411918878555298,804,43.87199999999999,0.0,2141.52,0.94,0.0,18280.0,5.0,154096.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,13,10.292845010757446,805,49.17119999999999,0.0,2391.8399999999997,0.94,0.0,20488.0,13.0,154189.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,14,10.60261607170105,806,51.986399999999996,0.0,2535.96,0.96,0.0,21661.0,12.0,154047.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,15,10.170167922973633,807,46.144800000000004,0.0,2245.8,0.94,0.0,19227.0,11.0,154205.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,16,10.072550773620605,808,44.496,0.0,2158.08,0.94,0.0,18540.0,7.0,154045.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,17,10.127994060516357,809,45.256800000000005,0.0,2196.84,0.94,0.0,18857.0,10.0,154201.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,18,10.009629011154175,810,42.468,0.0,2042.04,0.94,0.0,17695.0,7.0,153909.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,19,10.534709930419922,811,47.35679999999999,0.0,2316.24,0.94,0.0,19732.0,16.0,154090.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,20,10.06282091140747,812,51.36,0.0,2500.92,0.94,0.0,21400.0,12.0,153992.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,21,10.010017156600952,813,49.32000000000001,0.0,2412.7200000000003,0.92,0.0,20550.0,6.0,154262.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,22,10.2361421585083,814,44.1264,0.0,2132.8799999999997,0.94,0.0,18386.0,9.0,153998.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,23,10.655050039291382,815,49.620000000000005,0.0,2424.48,0.94,0.0,20675.0,9.0,154276.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,24,10.088958978652954,816,46.94640000000001,0.0,2284.6800000000003,0.94,0.0,19561.0,11.0,154206.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,25,10.36180591583252,817,46.33680000000001,0.0,2260.32,0.96,0.0,19307.0,4.0,154399.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,26,10.451945304870605,818,46.663199999999996,0.0,2271.12,0.94,0.0,19443.0,9.0,154330.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,27,10.135141134262085,819,48.431999999999995,0.0,2358.72,0.94,0.0,20180.0,7.0,154116.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,28,10.31835412979126,820,45.931200000000004,0.0,2238.48,0.94,0.0,19138.0,11.0,154243.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,29,9.978684186935425,821,48.4224,0.0,2370.6,0.94,0.0,20176.0,13.0,154236.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,30,10.398623943328857,822,48.3768,0.0,2319.4800000000005,0.96,0.0,20157.0,7.0,153972.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,31,10.405728101730347,823,47.0232,0.0,2285.28,0.94,0.0,19593.0,11.0,154160.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,32,10.662033081054688,824,49.7928,0.0,2425.44,0.94,0.0,20747.0,8.0,154144.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,33,10.348392009735107,825,48.56880000000001,0.0,2365.32,0.94,0.0,20237.0,10.0,154206.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,34,10.260396242141724,826,42.79200000000001,0.0,2060.88,0.96,0.0,17830.0,12.0,154361.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,35,10.194703817367554,827,47.7,0.0,2336.64,0.94,0.0,19875.0,9.0,154226.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,36,10.289270162582397,828,49.243199999999995,0.0,2370.0,0.94,0.0,20518.0,7.0,154183.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,37,10.594466924667358,829,42.9096,0.0,2071.08,0.96,0.0,17879.0,6.0,154212.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,38,10.191800117492676,830,49.7496,0.0,2426.4,0.94,0.0,20729.0,9.0,154123.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,39,10.483928918838501,831,51.82320000000001,0.0,2537.04,0.96,0.0,21593.0,4.0,153972.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,40,10.444122791290283,832,52.444799999999994,0.0,2556.24,0.94,0.0,21852.0,9.0,154242.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,41,10.760075092315674,833,48.1488,0.0,2327.6400000000003,0.94,0.0,20062.0,9.0,154225.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,42,10.304557085037231,834,45.8928,0.0,2243.64,0.96,0.0,19122.0,8.0,154441.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,43,10.679594993591309,835,49.78320000000001,0.0,2435.64,0.94,0.0,20743.0,7.0,154125.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,44,10.313775777816772,836,45.8376,0.0,2242.56,0.96,0.0,19099.0,4.0,154468.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,45,10.142460107803345,837,44.743199999999995,0.0,2187.12,0.96,0.0,18643.0,4.0,154005.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,46,10.4441819190979,838,47.803200000000004,0.0,2338.92,0.96,0.0,19918.0,5.0,154268.0,0.0,0.0,0.0
Adaptive TTL (PF6-B),Ring4_Moderate,47,10.121336221694946,839,48.6144,0.0,2378.0400000000004,0.96,0.0,20256.0,4.0,154041.0,0.0,0.0,0.0
